fecha,cliente,segmento,pais,ciudad,responsable_cuenta,producto,plan,canal,estado,ingresos,cantidad,margen_bruto,tickets_soporte,nps,riesgo_churn,comentarios
2025-10-08,Cliente 084,Mediana empresa,Perú,Arequipa,Luis Rivera,Analítica,Inicio,Prospección,Perdido,1559.2,6,1048.05,1,5,22.0,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-09,Cliente 024,Enterprise,Colombia,Bogotá,Sofía Vega,Analítica,Inicio,Aliado,Activo,4970.18,18,2476.08,0,8,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-10,Cliente 043,Pyme,Chile,Santiago,Ana Torres,Sincronización CRM,Escala,Entrada,Expansión,1359.4,5,693.33,3,6,48.5,Bajo uso durante el último mes
2025-10-11,Cliente 057,Pyme,Estados Unidos,Miami,Sofía Vega,Analítica,Crecimiento,Aliado,Activo,1050.1,4,698.65,0,8,0,Alta adopción por parte del equipo de operaciones
2025-10-12,Cliente 033,Pyme,Colombia,Medellín,Ana Torres,Automatización,Enterprise,Aliado,Activo,3047.34,3,1582.78,1,9,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-10-13,Cliente 089,Mediana empresa,Colombia,Bogotá,Luis Rivera,Automatización,Crecimiento,Prospección,Expansión,4196.26,11,3268.51,0,6,14.9,Necesita apoyo de onboarding y documentación más clara
2025-10-14,Cliente 063,Pyme,Estados Unidos,Nueva York,Carlos Méndez,Soporte IA,Escala,Entrada,Expansión,1366.22,3,1015.81,1,5,24.9,Preocupación de precio durante la conversación de renovación
2025-10-15,Cliente 073,Pyme,Colombia,Cali,Sofía Vega,Sincronización CRM,Escala,Aliado,Activo,938.14,4,446.38,0,8,0,Bajo uso durante el último mes
2025-10-16,Cliente 024,Enterprise,México,Guadalajara,Daniel Ortiz,Automatización,Inicio,Entrada,Activo,7938.7,16,4832.01,1,4,39.3,Varios tickets sobre confiabilidad de la integración
2025-10-17,Cliente 015,Pyme,Chile,Santiago,Luis Rivera,Automatización,Escala,Aliado,Activo,1234.38,4,603.59,3,6,36.8,Sponsor ejecutivo positivo y oportunidad de expansión
2025-10-18,Cliente 007,Pyme,México,CDMX,Ana Torres,Automatización,Crecimiento,Entrada,Activo,1221.46,2,839.94,0,9,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-19,Cliente 010,Mediana empresa,Colombia,Bogotá,Daniel Ortiz,Analítica,Inicio,Aliado,Activo,2008.96,6,980.79,0,7,6.5,Bajo uso durante el último mes
2025-10-20,Cliente 014,Mediana empresa,México,Monterrey,Sofía Vega,Soporte IA,Escala,Aliado,En riesgo,5064.91,6,3326.18,0,5,28.7,Varios tickets sobre confiabilidad de la integración
2025-10-21,Cliente 048,Pyme,Chile,Valparaíso,Daniel Ortiz,Automatización,Crecimiento,Aliado,Perdido,1006.39,3,622.04,1,5,28.0,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-22,Cliente 005,Enterprise,México,Monterrey,Luis Rivera,Sincronización CRM,Inicio,Aliado,Activo,4598.49,16,3493.04,4,7,40.2,Necesita apoyo de onboarding y documentación más clara
2025-10-23,Cliente 013,Pyme,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Escala,Aliado,Expansión,889.25,1,633.13,2,7,30.4,Varios tickets sobre confiabilidad de la integración
2025-10-24,Cliente 062,Pyme,Perú,Lima,Daniel Ortiz,Sincronización CRM,Inicio,Referido,En riesgo,416.06,7,226.86,1,7,20.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-25,Cliente 082,Mediana empresa,México,Guadalajara,Daniel Ortiz,Analítica,Inicio,Aliado,Perdido,1760.57,7,1181.69,2,8,23.9,Alta adopción por parte del equipo de operaciones
2025-10-26,Cliente 029,Pyme,Perú,Lima,Luis Rivera,Sincronización CRM,Inicio,Entrada,Activo,602.04,3,347.03,2,5,37.6,Bajo uso durante el último mes
2025-10-27,Cliente 084,Mediana empresa,México,Monterrey,Daniel Ortiz,Automatización,Inicio,Prospección,Activo,2594.46,5,1391.74,1,6,24.4,Varios tickets sobre confiabilidad de la integración
2025-10-28,Cliente 025,Pyme,México,CDMX,Carlos Méndez,Automatización,Enterprise,Referido,Activo,2435.2,1,1227.48,2,6,34.6,El cliente pidió reportes más rápidos y dashboards más claros
2025-10-29,Cliente 032,Enterprise,Estados Unidos,Austin,Ana Torres,Sincronización CRM,Escala,Entrada,Activo,11116.07,16,6554.35,1,9,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-10-30,Cliente 080,Mediana empresa,Colombia,Cali,Ana Torres,Soporte IA,Crecimiento,Entrada,Activo,2635.58,10,1767.81,1,6,29.9,Sponsor ejecutivo positivo y oportunidad de expansión
2025-10-31,Cliente 085,Enterprise,Chile,Santiago,Ana Torres,Sincronización CRM,Escala,Referido,En riesgo,10541.28,20,5872.05,2,6,26.3,Alta adopción por parte del equipo de operaciones
2025-11-01,Cliente 024,Pyme,Estados Unidos,Nueva York,Ana Torres,Analítica,Inicio,Prospección,Perdido,701.32,3,382.11,1,5,23.7,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-02,Cliente 008,Mediana empresa,Perú,Lima,Daniel Ortiz,Sincronización CRM,Inicio,Prospección,Activo,2072.42,11,1360.53,2,7,31.2,Preocupación de precio durante la conversación de renovación
2025-11-03,Cliente 054,Pyme,Colombia,Medellín,Daniel Ortiz,Sincronización CRM,Crecimiento,Aliado,Activo,671.2,5,475.23,2,7,26.1,Necesita apoyo de onboarding y documentación más clara
2025-11-04,Cliente 056,Enterprise,Estados Unidos,Miami,Daniel Ortiz,Automatización,Inicio,Entrada,Perdido,5910.37,16,4268.64,2,7,18.4,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-05,Cliente 057,Mediana empresa,Perú,Arequipa,Luis Rivera,Automatización,Inicio,Aliado,Expansión,1657.74,11,1057.67,0,5,14.6,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-06,Cliente 018,Pyme,México,Monterrey,Carlos Méndez,Automatización,Escala,Referido,En riesgo,1433.4,2,686.55,1,8,14.4,Preocupación de precio durante la conversación de renovación
2025-11-07,Cliente 086,Enterprise,Chile,Santiago,Luis Rivera,Soporte IA,Escala,Referido,Expansión,14966.73,20,8589.71,0,7,10.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-11-08,Cliente 067,Pyme,México,CDMX,Luis Rivera,Pagos,Crecimiento,Entrada,Activo,838.55,1,508.0,0,6,7.8,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-09,Cliente 060,Pyme,Colombia,Bogotá,Daniel Ortiz,Automatización,Crecimiento,Referido,Expansión,826.98,2,521.63,1,8,2.9,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-10,Cliente 076,Enterprise,Perú,Arequipa,Ana Torres,Sincronización CRM,Inicio,Aliado,Activo,7045.34,16,3272.39,3,7,28.3,Bajo uso durante el último mes
2025-11-11,Cliente 066,Mediana empresa,Colombia,Cali,Sofía Vega,Analítica,Escala,Prospección,Activo,4725.46,8,3462.7,0,8,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-12,Cliente 037,Mediana empresa,Colombia,Bogotá,Luis Rivera,Analítica,Crecimiento,Prospección,Activo,2092.48,11,1253.7,0,7,6.2,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-13,Cliente 059,Pyme,Colombia,Cali,Ana Torres,Automatización,Escala,Prospección,En riesgo,1946.59,1,851.85,0,8,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-14,Cliente 043,Enterprise,Colombia,Medellín,Luis Rivera,Automatización,Escala,Aliado,Activo,20268.1,20,13980.14,1,7,18.4,Alta adopción por parte del equipo de operaciones
2025-11-15,Cliente 055,Enterprise,Colombia,Medellín,Luis Rivera,Analítica,Escala,Prospección,Activo,12527.72,16,6204.46,2,8,23.6,Alta adopción por parte del equipo de operaciones
2025-11-16,Cliente 062,Mediana empresa,México,Monterrey,Carlos Méndez,Soporte IA,Crecimiento,Prospección,Activo,2154.39,9,1350.91,0,4,30.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-17,Cliente 064,Mediana empresa,Perú,Lima,Carlos Méndez,Automatización,Inicio,Entrada,Activo,2020.11,9,999.23,0,6,2.9,Preocupación de precio durante la conversación de renovación
2025-11-18,Cliente 002,Mediana empresa,Chile,Valparaíso,Ana Torres,Sincronización CRM,Inicio,Prospección,Perdido,2216.05,7,1021.56,0,8,0,Preocupación de precio durante la conversación de renovación
2025-11-19,Cliente 043,Mediana empresa,Estados Unidos,Austin,Sofía Vega,Analítica,Crecimiento,Referido,Activo,2494.51,5,1852.26,1,3,53.6,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-20,Cliente 073,Mediana empresa,Colombia,Cali,Ana Torres,Automatización,Crecimiento,Prospección,Activo,4374.39,9,3235.7,0,10,0,Necesita apoyo de onboarding y documentación más clara
2025-11-21,Cliente 074,Mediana empresa,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Escala,Prospección,Activo,2987.24,7,1740.62,1,8,1.0,Preocupación de precio durante la conversación de renovación
2025-11-22,Cliente 012,Pyme,Colombia,Medellín,Daniel Ortiz,Automatización,Inicio,Referido,En riesgo,879.16,3,534.97,1,6,28.4,Necesita apoyo de onboarding y documentación más clara
2025-11-23,Cliente 027,Mediana empresa,México,Monterrey,Daniel Ortiz,Analítica,Inicio,Entrada,Activo,2228.49,8,1310.52,0,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-11-24,Cliente 082,Enterprise,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Crecimiento,Referido,Activo,7929.7,18,4108.82,2,7,31.2,Alta adopción por parte del equipo de operaciones
2025-11-25,Cliente 027,Mediana empresa,México,Guadalajara,Luis Rivera,Sincronización CRM,Crecimiento,Aliado,Expansión,1834.25,7,1063.34,0,8,0,Bajo uso durante el último mes
2025-11-26,Cliente 051,Pyme,México,Monterrey,Sofía Vega,Pagos,Crecimiento,Prospección,Expansión,1024.93,5,693.51,0,5,29.5,Está satisfecho con la automatización pero quiere más campos del CRM
2025-11-27,Cliente 073,Pyme,Perú,Arequipa,Ana Torres,Soporte IA,Inicio,Referido,En riesgo,735.22,5,545.87,0,7,0,Varios tickets sobre confiabilidad de la integración
2025-11-28,Cliente 059,Pyme,Colombia,Bogotá,Carlos Méndez,Soporte IA,Crecimiento,Aliado,Expansión,749.05,5,408.61,0,6,10.1,Alta adopción por parte del equipo de operaciones
2025-11-29,Cliente 039,Mediana empresa,México,Guadalajara,Luis Rivera,Pagos,Inicio,Aliado,Expansión,2126.89,7,1516.49,1,4,35.7,Preocupación de precio durante la conversación de renovación
2025-11-30,Cliente 023,Mediana empresa,Colombia,Cali,Daniel Ortiz,Soporte IA,Inicio,Referido,Activo,1709.37,7,778.03,0,7,2.1,Bajo uso durante el último mes
2025-12-01,Cliente 042,Pyme,Chile,Santiago,Luis Rivera,Automatización,Escala,Entrada,En riesgo,1938.99,2,1017.86,0,5,14.1,Sponsor ejecutivo positivo y oportunidad de expansión
2025-12-02,Cliente 056,Mediana empresa,Estados Unidos,Miami,Daniel Ortiz,Analítica,Crecimiento,Referido,Activo,3536.0,7,2570.32,3,7,40.4,Varios tickets sobre confiabilidad de la integración
2025-12-03,Cliente 015,Enterprise,Perú,Lima,Sofía Vega,Pagos,Crecimiento,Prospección,En riesgo,9373.44,16,4649.58,3,6,40.1,Varios tickets sobre confiabilidad de la integración
2025-12-04,Cliente 054,Pyme,Estados Unidos,Nueva York,Luis Rivera,Automatización,Inicio,Entrada,Activo,633.88,4,468.16,0,3,28.7,Bajo uso durante el último mes
2025-12-05,Cliente 059,Enterprise,Chile,Valparaíso,Daniel Ortiz,Automatización,Crecimiento,Referido,Activo,11035.75,16,5373.14,2,4,52.9,Sponsor ejecutivo positivo y oportunidad de expansión
2025-12-06,Cliente 053,Enterprise,México,CDMX,Ana Torres,Pagos,Crecimiento,Prospección,Perdido,6552.63,16,3888.02,1,6,25.6,Sponsor ejecutivo positivo y oportunidad de expansión
2025-12-07,Cliente 060,Pyme,México,Monterrey,Ana Torres,Automatización,Crecimiento,Entrada,Activo,1426.35,1,913.85,0,9,0,Varios tickets sobre confiabilidad de la integración
2025-12-08,Cliente 054,Pyme,Estados Unidos,Austin,Carlos Méndez,Automatización,Inicio,Prospección,Activo,816.24,2,508.46,2,7,15.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-12-09,Cliente 037,Pyme,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Inicio,Prospección,Activo,457.14,3,291.37,3,8,26.2,Necesita apoyo de onboarding y documentación más clara
2025-12-10,Cliente 034,Mediana empresa,Colombia,Bogotá,Daniel Ortiz,Analítica,Crecimiento,Entrada,Activo,3750.58,7,2379.35,2,3,59.1,Bajo uso durante el último mes
2025-12-11,Cliente 031,Mediana empresa,Chile,Santiago,Luis Rivera,Pagos,Escala,Prospección,En riesgo,2499.2,8,1096.92,3,4,54.5,Preocupación de precio durante la conversación de renovación
2025-12-12,Cliente 049,Mediana empresa,México,Guadalajara,Luis Rivera,Pagos,Escala,Entrada,Expansión,2996.08,9,2118.32,0,8,0,Varios tickets sobre confiabilidad de la integración
2025-12-13,Cliente 056,Mediana empresa,Chile,Valparaíso,Carlos Méndez,Sincronización CRM,Inicio,Entrada,Activo,1317.29,7,873.5,0,7,9.4,Necesita apoyo de onboarding y documentación más clara
2025-12-14,Cliente 041,Mediana empresa,Chile,Santiago,Ana Torres,Soporte IA,Inicio,Entrada,Expansión,2472.66,11,1351.42,0,6,2.7,Preocupación de precio durante la conversación de renovación
2025-12-15,Cliente 077,Mediana empresa,Chile,Santiago,Ana Torres,Pagos,Inicio,Aliado,Activo,2280.12,8,1340.95,0,9,0,Varios tickets sobre confiabilidad de la integración
2025-12-16,Cliente 033,Pyme,Colombia,Bogotá,Sofía Vega,Soporte IA,Inicio,Entrada,Activo,623.2,2,444.1,1,7,22.6,Bajo uso durante el último mes
2025-12-17,Cliente 023,Mediana empresa,Colombia,Cali,Sofía Vega,Automatización,Crecimiento,Entrada,Expansión,4528.31,8,2020.76,0,6,10.9,El cliente pidió reportes más rápidos y dashboards más claros
2025-12-18,Cliente 005,Mediana empresa,Colombia,Cali,Carlos Méndez,Soporte IA,Crecimiento,Referido,Activo,2529.12,8,1429.99,0,4,19.4,Está satisfecho con la automatización pero quiere más campos del CRM
2025-12-19,Cliente 016,Mediana empresa,Estados Unidos,Austin,Carlos Méndez,Sincronización CRM,Crecimiento,Entrada,Activo,2044.51,10,1477.82,0,7,0,Preocupación de precio durante la conversación de renovación
2025-12-20,Cliente 039,Mediana empresa,Perú,Arequipa,Sofía Vega,Analítica,Escala,Referido,Expansión,5272.76,7,2480.2,1,9,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-12-21,Cliente 064,Mediana empresa,Perú,Arequipa,Ana Torres,Analítica,Inicio,Prospección,En riesgo,2725.93,9,1936.93,1,6,24.6,Necesita apoyo de onboarding y documentación más clara
2025-12-22,Cliente 075,Pyme,Colombia,Cali,Luis Rivera,Soporte IA,Crecimiento,Referido,Expansión,1243.02,2,798.78,1,9,0,Alta adopción por parte del equipo de operaciones
2025-12-23,Cliente 059,Mediana empresa,Perú,Lima,Ana Torres,Analítica,Crecimiento,Aliado,Expansión,2433.96,9,1754.7,2,6,22.4,Necesita apoyo de onboarding y documentación más clara
2025-12-24,Cliente 042,Mediana empresa,Perú,Lima,Daniel Ortiz,Automatización,Inicio,Entrada,Activo,1962.43,6,1359.41,1,8,0,Necesita apoyo de onboarding y documentación más clara
2025-12-25,Cliente 013,Mediana empresa,Chile,Valparaíso,Luis Rivera,Analítica,Escala,Entrada,Expansión,3028.46,9,1982.53,1,8,11.1,Preocupación de precio durante la conversación de renovación
2025-12-26,Cliente 019,Mediana empresa,México,Guadalajara,Luis Rivera,Automatización,Crecimiento,Entrada,Activo,3612.78,7,2450.16,0,6,18.5,Preocupación de precio durante la conversación de renovación
2025-12-27,Cliente 025,Pyme,México,CDMX,Daniel Ortiz,Sincronización CRM,Escala,Aliado,En riesgo,1165.23,3,511.66,0,8,2.9,Necesita apoyo de onboarding y documentación más clara
2025-12-28,Cliente 086,Enterprise,Colombia,Medellín,Carlos Méndez,Automatización,Crecimiento,Prospección,Expansión,10526.29,18,7793.97,1,7,4.0,El cliente pidió reportes más rápidos y dashboards más claros
2025-12-29,Cliente 063,Pyme,Colombia,Bogotá,Sofía Vega,Pagos,Crecimiento,Referido,En riesgo,708.23,3,496.07,0,7,8.8,Preocupación de precio durante la conversación de renovación
2025-12-30,Cliente 010,Pyme,México,Guadalajara,Luis Rivera,Automatización,Enterprise,Referido,Activo,2115.4,4,1172.89,0,7,1.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-12-31,Cliente 089,Mediana empresa,Colombia,Bogotá,Sofía Vega,Soporte IA,Crecimiento,Prospección,Activo,2545.98,8,1797.57,1,10,0,Bajo uso durante el último mes
2026-01-01,Cliente 067,Pyme,Estados Unidos,Nueva York,Sofía Vega,Soporte IA,Inicio,Referido,Expansión,711.6,2,362.06,0,9,0,El cliente pidió reportes más rápidos y dashboards más claros
2026-01-02,Cliente 054,Enterprise,Colombia,Medellín,Daniel Ortiz,Analítica,Crecimiento,Referido,Expansión,7963.35,19,4641.67,0,7,0,Necesita apoyo de onboarding y documentación más clara
2026-01-03,Cliente 046,Pyme,Chile,Santiago,Ana Torres,Soporte IA,Crecimiento,Aliado,Expansión,1042.07,6,759.51,1,6,20.1,Bajo uso durante el último mes
2026-01-04,Cliente 024,Mediana empresa,Colombia,Medellín,Ana Torres,Analítica,Crecimiento,Prospección,Expansión,2878.8,8,1932.54,3,4,49.1,Varios tickets sobre confiabilidad de la integración
2026-01-05,Cliente 008,Pyme,Estados Unidos,Austin,Ana Torres,Analítica,Crecimiento,Referido,Expansión,1037.32,2,572.19,1,9,0,Varios tickets sobre confiabilidad de la integración
2026-01-06,Cliente 031,Mediana empresa,Chile,Santiago,Luis Rivera,Sincronización CRM,Crecimiento,Prospección,Activo,2148.71,8,1190.84,1,5,35.6,Sponsor ejecutivo positivo y oportunidad de expansión
2026-01-07,Cliente 058,Mediana empresa,Perú,Lima,Luis Rivera,Soporte IA,Inicio,Referido,Expansión,2135.24,9,1118.47,1,6,16.5,Preocupación de precio durante la conversación de renovación
2026-01-08,Cliente 067,Enterprise,Colombia,Medellín,Daniel Ortiz,Automatización,Crecimiento,Referido,Expansión,8761.03,16,3878.17,1,7,21.9,Varios tickets sobre confiabilidad de la integración
2026-01-09,Cliente 084,Mediana empresa,Colombia,Cali,Daniel Ortiz,Pagos,Crecimiento,Prospección,Activo,2037.92,7,1514.95,0,10,0,El cliente pidió reportes más rápidos y dashboards más claros
2026-01-10,Cliente 019,Pyme,México,CDMX,Daniel Ortiz,Automatización,Escala,Prospección,Perdido,1098.11,5,818.86,3,6,31.3,Necesita apoyo de onboarding y documentación más clara
2026-01-11,Cliente 057,Pyme,Colombia,Cali,Ana Torres,Sincronización CRM,Enterprise,Aliado,Activo,1678.47,2,1031.17,1,8,13.4,Necesita apoyo de onboarding y documentación más clara
2026-01-12,Cliente 059,Enterprise,Colombia,Cali,Daniel Ortiz,Pagos,Inicio,Prospección,En riesgo,4370.96,16,3378.96,5,4,74.3,Está satisfecho con la automatización pero quiere más campos del CRM
2026-01-13,Cliente 044,Mediana empresa,Chile,Santiago,Luis Rivera,Pagos,Inicio,Entrada,Expansión,1331.14,8,962.04,0,7,0,Preocupación de precio durante la conversación de renovación
2026-01-14,Cliente 036,Pyme,Colombia,Medellín,Ana Torres,Pagos,Crecimiento,Referido,Activo,679.31,1,507.47,0,6,19.1,Sponsor ejecutivo positivo y oportunidad de expansión
2026-01-15,Cliente 045,Pyme,Estados Unidos,Nueva York,Ana Torres,Automatización,Escala,Referido,En riesgo,1791.86,4,1020.68,0,7,8.6,Bajo uso durante el último mes
2026-01-16,Cliente 018,Mediana empresa,México,CDMX,Luis Rivera,Sincronización CRM,Crecimiento,Prospección,Activo,1571.55,12,710.09,0,4,26.3,Necesita apoyo de onboarding y documentación más clara
2026-01-17,Cliente 026,Pyme,México,Monterrey,Sofía Vega,Analítica,Escala,Prospección,Activo,1612.46,6,853.65,0,6,2.5,Está satisfecho con la automatización pero quiere más campos del CRM
2026-01-18,Cliente 016,Mediana empresa,Perú,Arequipa,Luis Rivera,Soporte IA,Enterprise,Aliado,Activo,3956.79,9,3044.45,0,6,11.6,Está satisfecho con la automatización pero quiere más campos del CRM
2026-01-19,Cliente 089,Mediana empresa,Colombia,Cali,Daniel Ortiz,Analítica,Escala,Aliado,Activo,3724.88,7,1760.41,0,8,0,Varios tickets sobre confiabilidad de la integración
2026-01-20,Cliente 007,Pyme,México,CDMX,Daniel Ortiz,Automatización,Escala,Aliado,Activo,1587.34,3,851.03,0,5,26.0,Varios tickets sobre confiabilidad de la integración
2026-01-21,Cliente 013,Mediana empresa,Colombia,Bogotá,Ana Torres,Automatización,Crecimiento,Prospección,Activo,3723.47,12,2116.12,1,6,15.4,Alta adopción por parte del equipo de operaciones
2026-01-22,Cliente 054,Pyme,Colombia,Bogotá,Ana Torres,Soporte IA,Crecimiento,Prospección,Expansión,720.44,1,438.26,2,7,18.1,Necesita apoyo de onboarding y documentación más clara
2026-01-23,Cliente 089,Pyme,Colombia,Bogotá,Luis Rivera,Automatización,Enterprise,Referido,Activo,2501.58,3,1756.74,3,7,36.1,Alta adopción por parte del equipo de operaciones
2026-01-24,Cliente 005,Mediana empresa,México,CDMX,Sofía Vega,Analítica,Enterprise,Entrada,Activo,4514.98,7,3167.95,0,8,4.0,Alta adopción por parte del equipo de operaciones
2026-01-25,Cliente 019,Enterprise,Estados Unidos,Nueva York,Carlos Méndez,Sincronización CRM,Inicio,Aliado,Expansión,4307.34,17,1915.05,3,3,63.6,Sponsor ejecutivo positivo y oportunidad de expansión
2026-01-26,Cliente 022,Enterprise,México,Monterrey,Ana Torres,Automatización,Enterprise,Referido,Activo,21520.43,16,16458.59,1,7,10.6,Alta adopción por parte del equipo de operaciones
2026-01-27,Cliente 041,Pyme,Colombia,Bogotá,Sofía Vega,Sincronización CRM,Escala,Entrada,Expansión,827.83,5,494.82,0,8,0.7,Preocupación de precio durante la conversación de renovación
2026-01-28,Cliente 071,Pyme,Estados Unidos,Austin,Luis Rivera,Analítica,Enterprise,Referido,Expansión,2527.65,3,1675.07,1,6,21.5,Bajo uso durante el último mes
2026-01-29,Cliente 052,Mediana empresa,Estados Unidos,Nueva York,Luis Rivera,Analítica,Crecimiento,Aliado,Expansión,2317.32,7,1469.61,1,6,27.8,Sponsor ejecutivo positivo y oportunidad de expansión
2026-01-30,Cliente 075,Mediana empresa,Chile,Valparaíso,Carlos Méndez,Soporte IA,Crecimiento,Referido,Expansión,2828.23,7,1650.75,1,8,0,El cliente pidió reportes más rápidos y dashboards más claros
2026-01-31,Cliente 009,Pyme,Colombia,Bogotá,Sofía Vega,Pagos,Escala,Aliado,Activo,930.08,5,599.31,1,4,37.4,Está satisfecho con la automatización pero quiere más campos del CRM
2026-02-01,Cliente 026,Pyme,México,Monterrey,Carlos Méndez,Pagos,Crecimiento,Entrada,Activo,543.19,6,407.05,1,5,26.5,El cliente pidió reportes más rápidos y dashboards más claros
2026-02-02,Cliente 023,Mediana empresa,Perú,Arequipa,Luis Rivera,Soporte IA,Crecimiento,Prospección,Expansión,2838.22,10,1690.11,2,8,17.2,Está satisfecho con la automatización pero quiere más campos del CRM
2026-02-03,Cliente 072,Enterprise,México,Guadalajara,Carlos Méndez,Soporte IA,Crecimiento,Referido,Activo,5258.72,14,2815.38,5,6,63.7,El cliente pidió reportes más rápidos y dashboards más claros
2026-02-04,Cliente 081,Pyme,Colombia,Medellín,Carlos Méndez,Soporte IA,Crecimiento,Aliado,Activo,434.43,4,283.82,0,5,11.3,El cliente pidió reportes más rápidos y dashboards más claros
2026-02-05,Cliente 069,Pyme,México,Guadalajara,Daniel Ortiz,Pagos,Enterprise,Prospección,Activo,1084.18,3,578.89,1,5,21.0,Preocupación de precio durante la conversación de renovación
2026-02-06,Cliente 044,Pyme,Perú,Arequipa,Luis Rivera,Pagos,Inicio,Referido,Activo,402.19,3,260.92,1,6,28.0,Sponsor ejecutivo positivo y oportunidad de expansión
2026-02-07,Cliente 007,Pyme,México,CDMX,Daniel Ortiz,Analítica,Escala,Entrada,En riesgo,1302.71,3,796.19,2,5,29.5,Sponsor ejecutivo positivo y oportunidad de expansión
2026-02-08,Cliente 056,Mediana empresa,Colombia,Medellín,Sofía Vega,Sincronización CRM,Crecimiento,Referido,Activo,2550.5,9,1573.97,2,4,46.3,Está satisfecho con la automatización pero quiere más campos del CRM
2026-02-09,Cliente 028,Mediana empresa,Perú,Arequipa,Carlos Méndez,Pagos,Escala,Referido,Expansión,2258.45,8,1111.68,0,6,16.9,Bajo uso durante el último mes
2026-02-10,Cliente 041,Enterprise,Estados Unidos,Nueva York,Luis Rivera,Soporte IA,Inicio,Prospección,Activo,6198.93,18,3175.84,1,5,21.3,Sponsor ejecutivo positivo y oportunidad de expansión
2026-02-11,Cliente 060,Pyme,Estados Unidos,Austin,Ana Torres,Automatización,Inicio,Aliado,Expansión,545.91,4,337.51,0,7,8.4,Alta adopción por parte del equipo de operaciones
2026-02-12,Cliente 041,Mediana empresa,Perú,Arequipa,Carlos Méndez,Analítica,Crecimiento,Aliado,Activo,1313.9,8,821.91,0,7,7.3,Sponsor ejecutivo positivo y oportunidad de expansión
2026-02-13,Cliente 064,Enterprise,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Escala,Referido,Activo,7272.46,17,3625.2,0,8,0,El cliente pidió reportes más rápidos y dashboards más claros
2026-02-14,Cliente 063,Mediana empresa,Chile,Santiago,Carlos Méndez,Pagos,Crecimiento,Aliado,En riesgo,1595.99,9,1175.6,2,6,34.3,El cliente pidió reportes más rápidos y dashboards más claros
2026-02-15,Cliente 083,Enterprise,México,Monterrey,Ana Torres,Automatización,Inicio,Referido,Activo,6471.01,19,4610.01,1,9,4.2,Bajo uso durante el último mes
2026-02-16,Cliente 033,Pyme,Estados Unidos,Miami,Carlos Méndez,Automatización,Escala,Aliado,Activo,1087.95,6,704.22,2,4,44.1,Alta adopción por parte del equipo de operaciones
2026-02-17,Cliente 063,Pyme,México,Guadalajara,Sofía Vega,Analítica,Escala,Prospección,Activo,1364.12,2,972.39,2,6,20.5,Está satisfecho con la automatización pero quiere más campos del CRM
2026-02-18,Cliente 083,Pyme,México,Monterrey,Carlos Méndez,Sincronización CRM,Crecimiento,Entrada,En riesgo,353.05,1,213.91,3,5,52.3,Bajo uso durante el último mes
2026-02-19,Cliente 041,Pyme,Perú,Lima,Carlos Méndez,Automatización,Escala,Prospección,Activo,1025.92,4,498.06,2,9,13.7,Preocupación de precio durante la conversación de renovación
2026-02-20,Cliente 012,Enterprise,Colombia,Cali,Luis Rivera,Analítica,Crecimiento,Referido,Activo,9058.72,14,4291.39,3,6,40.3,Bajo uso durante el último mes
2026-02-21,Cliente 059,Mediana empresa,México,CDMX,Luis Rivera,Automatización,Enterprise,Prospección,Expansión,5782.28,7,4211.13,1,2,48.7,Bajo uso durante el último mes
2026-02-22,Cliente 024,Pyme,Colombia,Medellín,Carlos Méndez,Automatización,Crecimiento,Aliado,Activo,555.32,1,370.03,0,7,0,Preocupación de precio durante la conversación de renovación
2026-02-23,Cliente 050,Mediana empresa,Chile,Valparaíso,Ana Torres,Analítica,Crecimiento,Entrada,Expansión,2575.58,9,2005.93,4,10,18.0,Sponsor ejecutivo positivo y oportunidad de expansión
2026-02-24,Cliente 065,Mediana empresa,Colombia,Medellín,Carlos Méndez,Automatización,Enterprise,Entrada,Activo,4187.63,7,2151.21,0,7,11.6,Bajo uso durante el último mes
